chrom,pos,reason,BD1_caller_support,BD2_ctcf_v10,BD3_rad21_v10,BD4_loop_anchor,D_tier_v10,D_tier_v11,not_assessable_criteria_v11,package
3,97700000,assembly_gap,weak,weak,none,none,D2,D1,"BD2,BD3",GM12878_25kb
3,97725000,assembly_gap,strong,weak,none,none,D4,D3,"BD2,BD3",GM12878_25kb
3,97750000,assembly_gap,strong,none,none,strong,D5,D5,"BD2,BD3",GM12878_25kb
3,97950000,assembly_gap,weak,weak,weak,none,D2,D1,"BD2,BD3",GM12878_25kb
3,98000000,assembly_gap,strong,none,none,strong,D5,D5,"BD2,BD3",GM12878_25kb
3,98025000,assembly_gap,strong,strong,moderate,strong,D5,D5,"BD2,BD3",GM12878_25kb
3,98050000,assembly_gap,strong,moderate,moderate,strong,D5,D5,"BD2,BD3",GM12878_25kb
3,98325000,assembly_gap,moderate,weak,moderate,strong,D4,D4,"BD2,BD3",GM12878_25kb
3,98350000,assembly_gap,moderate,moderate,moderate,strong,D4,D4,"BD2,BD3",GM12878_25kb
3,98500000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
3,98525000,assembly_gap,weak,none,weak,strong,D3,D3,"BD2,BD3",GM12878_25kb
3,98575000,assembly_gap,weak,moderate,moderate,strong,D3,D3,"BD2,BD3",GM12878_25kb
4,0,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,48300000,assembly_gap,weak,moderate,weak,moderate,D3,D3,"BD2,BD3",GM12878_25kb
4,48425000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
4,48500000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,48550000,assembly_gap,weak,weak,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
4,48575000,assembly_gap,weak,moderate,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
4,48975000,assembly_gap,weak,moderate,weak,strong,D3,D3,"BD2,BD3",GM12878_25kb
4,49050000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
4,49075000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
4,49175000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,49200000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,49275000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,49325000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,49550000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,49600000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,49675000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
4,51800000,encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
5,0,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
5,45950000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,45975000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,46150000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,46175000,assembly_gap+encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
5,46200000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,46425000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,50150000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,50225000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,50250000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,50275000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,50325000,assembly_gap,weak,weak,none,none,D2,D1,"BD2,BD3",GM12878_25kb
5,50850000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
5,50875000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
5,50900000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,50950000,assembly_gap,weak,moderate,strong,strong,D3,D3,"BD2,BD3",GM12878_25kb
5,51300000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,51325000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,51350000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
5,51375000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
5,100050000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
5,134925000,encode_blacklist,strong,moderate,strong,strong,D5,D5,"BD2,BD3",GM12878_25kb
6,60225000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,60250000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,60275000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,60450000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,60525000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,60600000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,60775000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,60800000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,61000000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,61050000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,61275000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,61300000,assembly_gap+encode_blacklist,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,61325000,assembly_gap+encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,61525000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,61550000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,61650000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,61775000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,61800000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,62150000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,62175000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
6,62200000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,62250000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,62300000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,62325000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,95025000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,95050000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,167600000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
6,167625000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,58025000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,58100000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,58125000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,60900000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,60925000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,61100000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,62250000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,62375000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,62475000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,62900000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
7,62975000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43275000,assembly_gap,weak,weak,weak,moderate,D3,D3,"BD2,BD3",GM12878_25kb
8,43375000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43575000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43625000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43750000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43775000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43875000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43900000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,43925000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,45975000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46000000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46075000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46175000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46350000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46375000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46550000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46675000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46700000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,46850000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
8,46875000,assembly_gap,strong,none,none,moderate,D4,D4,"BD2,BD3",GM12878_25kb
8,46900000,assembly_gap,strong,weak,none,moderate,D4,D4,"BD2,BD3",GM12878_25kb
8,85675000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
8,145100000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
8,145125000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,42200000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,42325000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,42350000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,42500000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,42725000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,42825000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,62775000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,63925000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
9,65375000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,38125000,assembly_gap,weak,none,none,strong,D3,D3,"BD2,BD3",GM12878_25kb
10,38250000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,38325000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
10,38350000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
10,38400000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
10,38500000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,38575000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,38750000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
10,38775000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
10,38900000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,38925000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,39100000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,39125000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,39225000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,39525000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,41825000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,41850000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,41925000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,42050000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,42075000,encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
10,42100000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
10,133700000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
10,133725000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,50425000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,50450000,encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
11,50475000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,54550000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
11,54575000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
11,54750000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,54850000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,55075000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,55200000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,55250000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,55350000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,55450000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,55600000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
11,55675000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
11,55700000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_25kb
11,55725000,assembly_gap,weak,weak,none,none,D2,D1,"BD2,BD3",GM12878_25kb
11,55750000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,70975000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,71050000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
11,88000000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
12,0,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_25kb
12,33400000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
12,33600000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
12,33700000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
12,33875000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_25kb
12,34000000,assembly_gap,strong,none,none,strong,D5,D5,"BD2,BD3",GM12878_25kb
12,34025000,assembly_gap,strong,weak,weak,strong,D5,D5,"BD2,BD3",GM12878_25kb
12,34250000,assembly_gap,weak,none,none,strong,D3,D3,"BD2,BD3",GM12878_25kb
